State Abbreviation,ccode,Lead Id,Leader,Day of Start of Term of Office,Month of Start of Term of Office,Year of Start of Term of Office,Date of Term Of Office,Month of End of Term of Office,Year of End of Term of Office,Date of End of Term of Office,Year of birth,Gender,Military Career,Month of Election or Re-election Result,Year of Election or Re-election Result,Date of Election or Re-election Result
CDI,437,A2.9-6400,Guei,25,12,1999,1999-12-25,10,2000,2000-10-01,1941,Male,True,0,0,
CDI,437,A2.9-6403,Laurent Gbagbo,26,10,2000,2000-10-26,4,2011,2011-04-01,1945,Male,False,10,2000,2000-10-01
CDI,437,A3.0-130,Ouattara,11,4,2011,2011-04-11,0,0,,1942,Male,False,11,2010,2010-11-01
GUI,438,A2.9-6406,Toure,2,10,1958,1958-10-02,3,1984,1984-03-01,1922,Male,False,1,1961,1961-01-01
GUI,438,A2.9-6409,Beavogui,27,3,1984,1984-03-27,4,1984,1984-04-01,1923,Male,False,0,0,
GUI,438,A2.9-6412,Conte,3,4,1984,1984-04-03,12,2008,2008-12-01,1934,Male,True,12,1993,1993-12-01
GUI,438,A3.0-132,Dadis Camara,23,12,2008,2008-12-23,12,2009,2009-12-01,1964,Male,True,0,0,
GUI,438,A3.0-133,Sekouba Konate,5,12,2009,2009-12-05,12,2010,2010-12-01,1966,Male,True,0,0,
GUI,438,A3.0-134,Conde,21,12,2010,2010-12-21,0,0,,1938,Male,False,11,2010,2010-11-01
BFO,439,A2.9-6415,Yameogo,5,8,1960,1960-08-05,1,1966,1966-01-01,1921,Male,False,10,1965,1965-10-01
BFO,439,A2.9-6418,Lamizana,3,1,1966,1966-01-03,11,1980,1980-11-01,1916,Male,True,6,1970,1970-06-01
BFO,439,A2.9-6427,Zerbo,25,11,1980,1980-11-25,11,1982,1982-11-01,1932,Male,True,0,0,
BFO,439,A2.9-6430,J. P. Ouedraogo,7,11,1982,1982-11-07,8,1983,1983-08-01,1942,Male,True,0,0,
BFO,439,A2.9-6433,Sankara,4,8,1983,1983-08-04,10,1987,1987-10-01,1949,Male,True,0,0,
BFO,439,A2.9-6436,Campaore,15,10,1987,1987-10-15,10,2014,2014-10-01,1951,Male,True,6,1991,1991-06-01
BFO,439,cb-439-1,Zida,1,11,2014,2014-11-01,11,2014,2014-11-01,1965,Male,True,0,0,
BFO,439,cb-439-2,Kafando,18,11,2014,2014-11-18,12,2015,2015-12-01,1942,Male,False,0,0,
BFO,439,cb-439-3,Kabore,29,12,2015,2015-12-29,0,0,,1957,Male,False,11,2015,2015-11-01
LBR,450,A2.9-6478,Tubman,1,1,1944,1944-01-01,7,1971,1971-07-01,1895,Male,False,5,1943,1943-05-01
LBR,450,A2.9-6481,Tolbert,23,7,1971,1971-07-23,4,1980,1980-04-01,1913,Male,False,0,0,
LBR,450,A2.9-6484,Doe,12,4,1980,1980-04-12,9,1990,1990-09-01,1951,Male,True,7,1984,1984-07-01
LBR,450,A2.9-6487,Sawyer,22,11,1990,1990-11-22,3,1994,1994-03-01,1945,Male,False,0,0,
LBR,450,A2.9-6490,Kpormapkor,7,3,1994,1994-03-07,9,1995,1995-09-01,1944,Male,False,0,0,
LBR,450,A2.9-6493,Sankawulo,1,9,1995,1995-09-01,9,1996,1996-09-01,1943,Male,False,0,0,
LBR,450,A2.9-6496,Perry,3,9,1996,1996-09-03,8,1997,1997-08-01,1939,Female,False,0,0,
LBR,450,A2.9-6499,Taylor,2,8,1997,1997-08-02,8,2003,2003-08-01,1948,Male,False,7,1997,1997-07-01
LBR,450,A2.9-6502,Moses Zeh Blah,11,8,2003,2003-08-11,10,2003,2003-10-01,1947,Male,False,0,0,
LBR,450,A2.9-6505,Bryant,14,10,2003,2003-10-14,1,2006,2006-01-01,1949,Male,False,0,0,
LBR,450,A3.0-135,Johnson Sirleaf,16,1,2006,2006-01-16,1,2018,2018-01-01,1938,Female,False,11,2005,2005-11-01
LBR,450,clb-450-1,Weah,22,1,2018,2018-01-22,0,0,,1966,Male,False,12,2017,2017-12-01
SIE,451,A2.9-6508,"Margai,M",27,4,1961,1961-04-27,4,1964,1964-04-01,1895,Male,False,5,1957,1957-05-01
SIE,451,A2.9-6511,"Margai, A",29,4,1964,1964-04-29,3,1967,1967-03-01,1910,Male,False,0,0,
SIE,451,A2.9-6517,Juxon-Smith,27,3,1967,1967-03-27,4,1968,1968-04-01,1933,Male,True,0,0,
SIE,451,A2.9-6520,Stevens,19,4,1968,1968-04-19,11,1985,1985-11-01,1905,Male,False,3,1976,1976-03-01
SIE,451,A2.9-6523,Momoh,28,11,1985,1985-11-28,4,1992,1992-04-01,1937,Male,False,10,1985,1985-10-01
SIE,451,A2.9-6526,Strasser,1,5,1992,1992-05-01,1,1996,1996-01-01,1965,Male,True,0,0,
SIE,451,A2.9-6529,Bio,17,1,1996,1996-01-17,3,1996,1996-03-01,1964,Male,False,0,0,
SIE,451,A2.9-6532,Kabbah,29,3,1996,1996-03-29,5,1997,1997-05-01,1932,Male,False,3,1996,1996-03-01
SIE,451,A2.9-6535,Koroma,25,5,1997,1997-05-25,2,1998,1998-02-01,1960,Male,True,0,0,
SIE,451,A2.9-6538,Kabbah,10,3,1998,1998-03-10,9,2007,2007-09-01,1932,Male,False,0,0,
SIE,451,A3.0-136,Bai Koroma,17,9,2007,2007-09-17,4,2018,2018-04-01,1953,Male,False,8,2007,2007-08-01
SIE,451,ks-451-01,Julius Maada Bio,4,4,2018,2018-04-04,0,0,,1964,Male,True,3,2018,2018-03-01
GHA,452,A2.9-6541,Nkrumah,21,3,1957,1957-03-21,2,1966,1966-02-01,1909,Male,False,2,1951,1951-02-01
GHA,452,A2.9-6544,Ankrah,24,2,1966,1966-02-24,4,1969,1969-04-01,1915,Male,True,0,0,
GHA,452,A2.9-6547,Afrifa,3,4,1969,1969-04-03,9,1969,1969-09-01,1936,Male,True,0,0,
GHA,452,A2.9-6550,Busia,3,9,1969,1969-09-03,1,1972,1972-01-01,1913,Male,False,8,1969,1969-08-01
GHA,452,A2.9-6553,Acheampong,13,1,1972,1972-01-13,7,1978,1978-07-01,1931,Male,True,3,1978,1978-03-01
GHA,452,A2.9-6556,Akuffo,5,7,1978,1978-07-05,6,1979,1979-06-01,1937,Male,True,0,0,
GHA,452,A2.9-6559,Rawlings,5,6,1979,1979-06-05,9,1979,1979-09-01,1947,Male,True,0,0,
GHA,452,A2.9-6562,Limann,24,9,1979,1979-09-24,12,1981,1981-12-01,1934,Male,False,7,1979,1979-07-01
GHA,452,A2.9-6565,Rawlings,31,12,1981,1981-12-31,1,2001,2001-01-01,1947,Male,True,11,1992,1992-11-01
GHA,452,A2.9-6568,John Agyekum Kufuor,8,1,2001,2001-01-08,1,2009,2009-01-01,1938,Male,False,12,2000,2000-12-01
GHA,452,A3.0-137,Atta Mills,7,1,2009,2009-01-07,7,2012,2012-07-01,1944,Male,False,12,2008,2008-12-01
GHA,452,cb-452-1,Mahama,24,7,2012,2012-07-24,1,2017,2017-01-01,1958,Male,False,12,2012,2012-12-01
GHA,452,se-452-2,Akufo-Addo,7,1,2017,2017-01-07,0,0,,1944,Male,False,12,2016,2016-12-01
TOG,461,A2.9-6571,Olympio,27,4,1960,1960-04-27,1,1963,1963-01-01,1902,Male,False,4,1958,1958-04-01
TOG,461,A2.9-6574,Grunitzky,16,1,1963,1963-01-16,1,1967,1967-01-01,1913,Male,False,5,1963,1963-05-01
TOG,461,A2.9-6577,Dadjo,13,1,1967,1967-01-13,4,1967,1967-04-01,1914,Male,True,0,0,
TOG,461,A2.9-6580,Eyadema,14,4,1967,1967-04-14,2,2005,2005-02-01,1937,Male,True,1,1972,1972-01-01
TOG,461,A3.0-138,Faure Gnassingbe,5,2,2005,2005-02-05,2,2005,2005-02-01,1966,Male,False,0,0,
TOG,461,A3.0-139,Bonfoh,25,2,2005,2005-02-25,5,2005,2005-05-01,1948,Male,False,0,0,
TOG,461,A3.0-140,Faure Gnassingbe,4,5,2005,2005-05-04,0,0,,1966,Male,False,4,2005,2005-04-01
CAO,471,A2.9-6583,Ahidjo,1,1,1960,1960-01-01,11,1982,1982-11-01,1924,Male,False,3,1965,1965-03-01
CAO,471,A2.9-6586,Biya,6,11,1982,1982-11-06,0,0,,1933,Male,False,1,1984,1984-01-01
NIG,475,A2.9-6589,Balewa,1,10,1960,1960-10-01,1,1966,1966-01-01,1912,Male,False,12,1959,1959-12-01
NIG,475,A2.9-6592,Ironsi,15,1,1966,1966-01-15,7,1966,1966-07-01,1924,Male,True,0,0,
NIG,475,A2.9-6595,Gowon,29,7,1966,1966-07-29,7,1975,1975-07-01,1934,Male,True,0,0,
NIG,475,A2.9-6598,Ramat Mohammed,29,7,1975,1975-07-29,2,1976,1976-02-01,1938,Male,False,0,0,
NIG,475,A2.9-6601,Obasanjo,13,2,1976,1976-02-13,10,1979,1979-10-01,1937,Male,True,0,0,
NIG,475,A2.9-6604,Shagari,1,10,1979,1979-10-01,12,1983,1983-12-01,1925,Male,False,8,1979,1979-08-01
NIG,475,A2.9-6607,Buhari,31,12,1983,1983-12-31,8,1985,1985-08-01,1942,Male,True,0,0,
NIG,475,A2.9-6610,Babangida,27,8,1985,1985-08-27,8,1993,1993-08-01,1941,Male,True,0,0,
NIG,475,A2.9-6613,Shonekan,26,8,1993,1993-08-26,11,1993,1993-11-01,1936,Male,False,0,0,
NIG,475,A2.9-6616,Abacha,17,11,1993,1993-11-17,6,1998,1998-06-01,1943,Male,True,0,0,
NIG,475,A2.9-6619,Abubakar,9,6,1998,1998-06-09,5,1999,1999-05-01,1942,Male,True,0,0,
NIG,475,A2.9-6622,Obasanjo,29,5,1999,1999-05-29,5,2007,2007-05-01,1937,Male,True,2,1999,1999-02-01
NIG,475,A3.0-141,Yar'Adua,29,5,2007,2007-05-29,2,2010,2010-02-01,1951,Male,False,4,2007,2007-04-01
NIG,475,A3.0-142,Goodluck Jonathan,9,2,2010,2010-02-09,5,2015,2015-05-01,1957,Male,False,0,0,
NIG,475,cb-475-1,Buhari,29,5,2015,2015-05-29,0,0,,1942,Male,True,3,2015,2015-03-01
GAB,481,A2.9-6625,Mba,17,8,1960,1960-08-17,11,1967,1967-11-01,1902,Male,False,2,1961,1961-02-01
GAB,481,A2.9-6634,Bongo,28,11,1967,1967-11-28,6,2009,2009-06-01,1935,Male,False,2,1973,1973-02-01
GAB,481,A3.0-143,Rogombe,10,6,2009,2009-06-10,10,2009,2009-10-01,1942,Female,False,0,0,
GAB,481,A3.0-144,Ondimba,16,10,2009,2009-10-16,0,0,,1959,Male,False,8,2009,2009-08-01
CEN,482,A2.9-6637,Dacko,13,8,1960,1960-08-13,1,1966,1966-01-01,1930,Male,False,4,1959,1959-04-01
CEN,482,A2.9-6640,Bokassa,1,1,1966,1966-01-01,9,1979,1979-09-01,1921,Male,True,0,0,
CEN,482,A2.9-6643,Dacko,21,9,1979,1979-09-21,9,1981,1981-09-01,1930,Male,False,3,1981,1981-03-01
CEN,482,A2.9-6646,Kolingba,1,9,1981,1981-09-01,10,1993,1993-10-01,1935,Male,True,11,1986,1986-11-01
CEN,482,A2.9-6649,Patasse,22,10,1993,1993-10-22,3,2003,2003-03-01,1937,Male,False,9,1993,1993-09-01
CEN,482,A2.9-6652,Francois Bozize,15,3,2003,2003-03-15,3,2013,2013-03-01,1946,Male,True,5,2005,2005-05-01
CEN,482,cb-482-1,Djotidia,24,3,2013,2013-03-24,1,2014,2014-01-01,1949,Male,False,0,0,
CEN,482,cb-482-2,Nguendet,10,1,2014,2014-01-10,1,2014,2014-01-01,1972,Male,False,0,0,
CEN,482,cb-482-3,Samba-Panza,23,1,2014,2014-01-23,3,2016,2016-03-01,1956,Female,False,0,0,
CEN,482,cb-482-4,Touadera,30,3,2016,2016-03-30,0,0,,1957,Male,False,2,2016,2016-02-01
CHA,483,A2.9-6655,Tombalbaye,11,8,1960,1960-08-11,4,1975,1975-04-01,1918,Male,False,6,1969,1969-06-01
CHA,483,A2.9-6658,Malloum,15,4,1975,1975-04-15,3,1979,1979-03-01,1932,Male,True,0,0,
CHA,483,A2.9-6661,Oueddei,23,3,1979,1979-03-23,6,1982,1982-06-01,1944,Male,False,0,0,
CHA,483,A2.9-6664,Habre,19,6,1982,1982-06-19,12,1990,1990-12-01,1942,Male,False,0,0,
CHA,483,A2.9-6667,Deby,4,12,1990,1990-12-04,4,2021,2021-04-01,1952,Male,True,7,1996,1996-07-01
CHA,483,mf-483-1,Mahamat Idriss Deby,20,4,2021,2021-04-20,0,0,,1984,Male,True,0,0,
CON,484,A2.9-6670,Youlou,15,8,1960,1960-08-15,8,1963,1963-08-01,1917,Male,False,3,1961,1961-03-01
CON,484,A2.9-6673,Debat,16,8,1963,1963-08-16,9,1968,1968-09-01,1921,Male,False,0,0,
CON,484,A2.9-6676,Raoul,4,9,1968,1968-09-04,1,1969,1969-01-01,1938,Male,True,0,0,
CON,484,A2.9-6679,Ngouabi,1,1,1969,1969-01-01,3,1977,1977-03-01,1938,Male,True,0,0,
CON,484,A2.9-6682,Opango,18,3,1977,1977-03-18,2,1979,1979-02-01,1939,Male,True,0,0,
CON,484,A2.9-6685,Nguesso,8,2,1979,1979-02-08,8,1992,1992-08-01,1943,Male,True,7,1979,1979-07-01
CON,484,A2.9-6688,Lissouba,31,8,1992,1992-08-31,10,1997,1997-10-01,1931,Male,False,8,1992,1992-08-01
CON,484,A2.9-6691,Nguesso,15,10,1997,1997-10-15,0,0,,1943,Male,True,3,2002,2002-03-01
DRC,490,A2.9-6694,Lumumba,30,6,1960,1960-06-30,9,1960,1960-09-01,1925,Male,False,5,1960,1960-05-01
DRC,490,A2.9-6697,Mobutu,14,9,1960,1960-09-14,9,1960,1960-09-01,1930,Male,True,0,0,
DRC,490,A2.9-6700,Kasavubu,20,9,1960,1960-09-20,11,1965,1965-11-01,1913,Male,False,0,0,
DRC,490,A2.9-6703,Mobutu,25,11,1965,1965-11-25,5,1997,1997-05-01,1930,Male,True,10,1970,1970-10-01
DRC,490,A2.9-6706,Laurent Kabila,16,5,1997,1997-05-16,1,2001,2001-01-01,1939,Male,False,0,0,
DRC,490,A2.9-6709,Joseph Kabila,17,1,2001,2001-01-17,1,2019,2019-01-01,1971,Male,False,12,2005,2005-12-01
DRC,490,ctb-490-1,Felix Tschisekedi,24,1,2019,2019-01-24,0,0,,1963,Male,False,12,2018,2018-12-01
UGA,500,A2.9-6712,Obote,9,10,1962,1962-10-09,1,1971,1971-01-01,1924,Male,False,4,1962,1962-04-01
UGA,500,A2.9-6715,Amin,25,1,1971,1971-01-25,4,1979,1979-04-01,1925,Male,True,0,0,
UGA,500,A2.9-6718,Yusuf Lule,13,4,1979,1979-04-13,6,1979,1979-06-01,1912,Male,False,0,0,
UGA,500,A2.9-6721,Binaisa,20,6,1979,1979-06-20,5,1980,1980-05-01,1919,Male,False,0,0,
UGA,500,A2.9-6724,Paulo Muwanga,18,5,1980,1980-05-18,12,1980,1980-12-01,1924,Male,False,0,0,
UGA,500,A2.9-6727,Obote,17,12,1980,1980-12-17,7,1985,1985-07-01,1924,Male,False,12,1980,1980-12-01
UGA,500,A2.9-6730,Okello,29,7,1985,1985-07-29,1,1986,1986-01-01,1914,Male,True,0,0,
UGA,500,A2.9-6733,Museveni,29,1,1986,1986-01-29,0,0,,1944,Male,False,5,1996,1996-05-01
KEN,501,A2.9-6736,Kenyatta,12,12,1963,1963-12-12,8,1978,1978-08-01,1891,Male,False,5,1963,1963-05-01
KEN,501,A2.9-6739,Moi,22,8,1978,1978-08-22,12,2002,2002-12-01,1924,Male,False,11,1979,1979-11-01
KEN,501,A2.9-6742,Mwai Kibaki,3,12,2002,2002-12-03,4,2013,2013-04-01,1931,Male,False,12,2002,2002-12-01
KEN,501,cb-501-1,Kenyatta,9,4,2013,2013-04-09,0,0,,1961,Male,False,3,2013,2013-03-01
TAZ,510,A2.9-6745,Nyerere,9,11,1961,1961-11-09,11,1985,1985-11-01,1922,Male,False,8,1960,1960-08-01
TAZ,510,A2.9-6748,Mwinyi,5,11,1985,1985-11-05,11,1995,1995-11-01,1925,Male,False,10,1985,1985-10-01
TAZ,510,A2.9-6751,Mkapa,5,11,1995,1995-11-05,12,2005,2005-12-01,1938,Male,False,10,1995,1995-10-01
TAZ,510,A3.0-145,Kikwete,21,12,2005,2005-12-21,11,2015,2015-11-01,1950,Male,False,12,2005,2005-12-01
TAZ,510,cb-510-1,Magufuli,5,11,2015,2015-11-05,3,2021,2021-03-01,1959,Male,False,10,2015,2015-10-01
TAZ,510,ctb-510-1,Samia Suluhu Hassan,19,3,2021,2021-03-19,0,0,,1960,Female,False,0,0,
BUI,516,A2.9-6760,Mwambutsa,1,7,1962,1962-07-01,7,1966,1966-07-01,1912,Male,False,0,0,
BUI,516,A2.9-6763,Ntare,8,7,1966,1966-07-08,11,1966,1966-11-01,1947,Male,False,0,0,
BUI,516,A2.9-6766,Micombero,28,11,1966,1966-11-28,11,1976,1976-11-01,1940,Male,True,0,0,
BUI,516,A2.9-6769,Bagaza,9,11,1976,1976-11-09,9,1987,1987-09-01,1946,Male,True,11,1981,1981-11-01
BUI,516,A2.9-6772,Buyoya,3,9,1987,1987-09-03,7,1993,1993-07-01,1949,Male,True,0,0,
BUI,516,A2.9-6775,Ndadaye,10,7,1993,1993-07-10,10,1993,1993-10-01,1953,Male,False,6,1993,1993-06-01
BUI,516,A2.9-6778,Ngueze,21,10,1993,1993-10-21,10,1993,1993-10-01,1953,Male,False,0,0,
BUI,516,A2.9-6781,Kinigi,27,10,1993,1993-10-27,2,1994,1994-02-01,1953,Female,False,0,0,
BUI,516,A2.9-6784,Ntarymira,5,2,1994,1994-02-05,4,1994,1994-04-01,1955,Male,False,0,0,
BUI,516,A2.9-6787,Ntibantunganya,6,4,1994,1994-04-06,7,1996,1996-07-01,1956,Male,False,0,0,
BUI,516,A2.9-6790,Buyoya,25,7,1996,1996-07-25,4,2003,2003-04-01,1949,Male,True,0,0,
BUI,516,A2.9-6793,Ndayizeye,30,4,2003,2003-04-30,8,2005,2005-08-01,1953,Male,False,0,0,
BUI,516,A3.0-146,Nkurunziza,26,8,2005,2005-08-26,6,2020,2020-06-01,1964,Male,False,2,2005,2005-02-01
BUI,516,ctb-516-1,Nyabenda,9,6,2020,2020-06-09,6,2020,2020-06-01,1966,Male,False,0,0,
BUI,516,ctb-516-2,Ndayishimiye,18,6,2020,2020-06-18,0,0,,1968,Male,True,5,2020,2020-05-01
RWA,517,A2.9-6796,Kayibanda,26,10,1961,1961-10-26,7,1973,1973-07-01,1924,Male,False,9,1961,1961-09-01
RWA,517,A2.9-6799,Habyarimana,5,7,1973,1973-07-05,4,1994,1994-04-01,1937,Male,True,12,1978,1978-12-01
RWA,517,A2.9-6802,Sindikubwabo,6,4,1994,1994-04-06,7,1994,1994-07-01,1928,Male,False,0,0,
RWA,517,A2.9-6805,Paul Kagame,19,7,1994,1994-07-19,0,0,,1957,Male,True,8,2003,2003-08-01
SOM,520,A2.9-6808,Osman Daar,1,7,1960,1960-07-01,7,1967,1967-07-01,1908,Male,False,0,0,
SOM,520,A2.9-6811,Shermarke,10,7,1967,1967-07-10,10,1969,1969-10-01,1919,Male,False,0,0,
SOM,520,A2.9-6814,Siad Barre,21,10,1969,1969-10-21,1,1991,1991-01-01,1912,Male,True,0,0,
SOM,520,cb-520-2,Hassan Sheikh Mohamud,16,9,2012,2012-09-16,1,2017,2017-01-01,1955,Male,False,0,0,
SOM,520,se-520-3,Mohamed Abdullahi Farmajo,8,1,2017,2017-01-08,0,0,,1962,Male,False,1,2017,2017-01-01
DJI,522,A2.9-6817,Gouled Aptidon,27,6,1977,1977-06-27,5,1999,1999-05-01,1916,Male,False,6,1981,1981-06-01
DJI,522,A2.9-6820,Guelleh,8,5,1999,1999-05-08,0,0,,1947,Male,False,4,1999,1999-04-01
ETH,530,A2.9-6841,Selassie,5,5,1941,1941-05-05,9,1974,1974-09-01,1892,Male,False,0,0,
ETH,530,A2.9-6844,Andom,12,9,1974,1974-09-12,11,1974,1974-11-01,1924,Male,True,0,0,
ETH,530,A2.9-6847,Banti,28,11,1974,1974-11-28,2,1977,1977-02-01,1921,Male,True,0,0,
ETH,530,A2.9-6850,Mengistu Marriam,11,2,1977,1977-02-11,5,1991,1991-05-01,1937,Male,True,0,0,
ETH,530,A2.9-6853,Gebre Kidan,21,5,1991,1991-05-21,5,1991,1991-05-01,1935,Male,True,0,0,
ETH,530,A2.9-6856,Meles Zenawi,27,5,1991,1991-05-27,8,2012,2012-08-01,1955,Male,False,6,1994,1994-06-01
ETH,530,cb-530-1,Desalegn,20,8,2012,2012-08-20,4,2018,2018-04-01,1965,Male,False,5,2015,2015-05-01
ETH,530,ks-530-01,Abiy Ahmed,2,4,2018,2018-04-02,0,0,,1976,Male,True,0,0,
ERI,531,A2.9-6859,Afeworki,24,5,1993,1993-05-24,0,0,,1946,Male,False,0,0,
ANG,540,A2.9-6862,Neto,11,11,1975,1975-11-11,9,1979,1979-09-01,1922,Male,False,0,0,
ANG,540,A2.9-6865,Dos Santos,10,9,1979,1979-09-10,9,2017,2017-09-01,1942,Male,False,9,1992,1992-09-01
ANG,540,se-540-1,Lourenco,21,9,2017,2017-09-21,0,0,,1954,Male,False,8,2017,2017-08-01
MZM,541,A2.9-6868,Machel,25,6,1975,1975-06-25,10,1986,1986-10-01,1933,Male,False,0,0,
MZM,541,A2.9-6871,Chissano,6,11,1986,1986-11-06,2,2005,2005-02-01,1939,Male,False,10,1994,1994-10-01
MZM,541,A3.0-147,Guebuza,2,2,2005,2005-02-02,1,2015,2015-01-01,1943,Male,False,12,2004,2004-12-01
MZM,541,cb-541-1,Nyussi,15,1,2015,2015-01-15,0,0,,1959,Male,False,10,2014,2014-10-01
ZAM,551,A2.9-6874,Kaunda,24,10,1964,1964-10-24,11,1991,1991-11-01,1924,Male,False,1,1964,1964-01-01
ZAM,551,A2.9-6877,Chiluba,2,11,1991,1991-11-02,1,2002,2002-01-01,1943,Male,False,10,1991,1991-10-01
ZAM,551,A2.9-6880,Levy Mwanawasa,3,1,2002,2002-01-03,6,2008,2008-06-01,1948,Male,False,12,2001,2001-12-01
ZAM,551,A3.0-148,Banda,29,6,2008,2008-06-29,9,2011,2011-09-01,1937,Male,False,10,2008,2008-10-01
ZAM,551,A3.0-149,Sata,23,9,2011,2011-09-23,10,2014,2014-10-01,1937,Male,False,9,2011,2011-09-01
ZAM,551,cb-551-1,Scott,29,10,2014,2014-10-29,1,2015,2015-01-01,1944,Male,False,0,0,
ZAM,551,cb-551-2,Lungu,25,1,2015,2015-01-25,0,0,,1956,Male,False,1,2015,2015-01-01
ZIM,552,A2.9-6883,Smith,11,11,1965,1965-11-11,5,1979,1979-05-01,1919,Male,False,5,1965,1965-05-01
ZIM,552,A2.9-6886,Muzorewa,29,5,1979,1979-05-29,12,1979,1979-12-01,1925,Male,False,4,1979,1979-04-01
ZIM,552,A2.9-6889,Mugabe,4,3,1980,1980-03-04,11,2017,2017-11-01,1924,Male,False,2,1980,1980-02-01
ZIM,552,cb-552-01,Mnangagwa,15,11,2017,2017-11-15,0,0,,1942,Male,True,7,2018,2018-07-01
MAW,553,A2.9-6892,Banda,6,7,1964,1964-07-06,5,1994,1994-05-01,1906,Male,False,4,1964,1964-04-01
MAW,553,A2.9-6895,Muluzi,21,5,1994,1994-05-21,5,2004,2004-05-01,1943,Male,False,5,1994,1994-05-01
MAW,553,A2.9-6898,Bingu wa Mutharika,24,5,2004,2004-05-24,4,2012,2012-04-01,1934,Male,False,5,2004,2004-05-01
MAW,553,cb-553-1,Banda,5,4,2012,2012-04-05,5,2014,2014-05-01,1950,Female,False,0,0,
MAW,553,cb-553-2,Mutharika,31,5,2014,2014-05-31,6,2020,2020-06-01,1940,Male,False,5,2014,2014-05-01
MAW,553,ctb-553-1,Chakewera,28,6,2020,2020-06-28,0,0,,1955,Male,False,6,2020,2020-06-01
SAF,560,A2.9-6913,Malan,3,6,1948,1948-06-03,11,1954,1954-11-01,1874,Male,False,0,0,
SAF,560,A2.9-6916,Strijdom,2,12,1954,1954-12-02,8,1958,1958-08-01,1873,Male,False,0,0,
SAF,560,A2.9-6919,Swart,23,8,1958,1958-08-23,9,1958,1958-09-01,1894,Male,False,0,0,
SAF,560,A2.9-6922,Verwoerd,3,9,1958,1958-09-03,9,1966,1966-09-01,1901,Male,False,0,0,
SAF,560,A2.9-6925,Donges,6,9,1966,1966-09-06,9,1966,1966-09-01,1898,Male,False,0,0,
SAF,560,A2.9-6928,Vorster,13,9,1966,1966-09-13,9,1978,1978-09-01,1915,Male,False,0,0,
SAF,560,A2.9-6931,Botha,28,9,1978,1978-09-28,1,1989,1989-01-01,1916,Male,False,0,0,
SAF,560,A2.9-6934,Heunis,19,1,1989,1989-01-19,3,1989,1989-03-01,1927,Male,False,0,0,
SAF,560,A2.9-6937,Botha,15,3,1989,1989-03-15,8,1989,1989-08-01,1916,Male,False,0,0,
SAF,560,A2.9-6940,deKlerk,15,8,1989,1989-08-15,5,1994,1994-05-01,1936,Male,False,0,0,
SAF,560,A2.9-6943,Mandela,10,5,1994,1994-05-10,6,1999,1999-06-01,1918,Male,False,0,0,
SAF,560,A2.9-6946,Mbeki,16,6,1999,1999-06-16,9,2008,2008-09-01,1942,Male,False,0,0,
SAF,560,A3.0-150,Motlanthe,25,9,2008,2008-09-25,5,2009,2009-05-01,1949,Male,False,0,0,
SAF,560,A3.0-151,Zuma,9,5,2009,2009-05-09,2,2018,2018-02-01,1942,Male,False,0,0,
SAF,560,clb-560--01,Ramaphosa,15,2,2018,2018-02-15,0,0,,1952,Male,False,0,0,
NAM,565,A2.9-7003,Nujoma,21,3,1990,1990-03-21,3,2005,2005-03-01,1929,Male,False,11,1989,1989-11-01
NAM,565,A3.0-152,Pohamba,21,3,2005,2005-03-21,3,2015,2015-03-01,1935,Male,False,11,2004,2004-11-01
NAM,565,cb-565-1,Geingob,21,3,2015,2015-03-21,0,0,,1941,Male,False,11,2014,2014-11-01
LES,570,A2.9-7006,Jonathan,4,10,1966,1966-10-04,1,1986,1986-01-01,1914,Male,False,4,1965,1965-04-01
LES,570,A2.9-7009,Lekhanya,24,1,1986,1986-01-24,5,1991,1991-05-01,1938,Male,True,0,0,
LES,570,A2.9-7012,Ramaema,2,5,1991,1991-05-02,4,1993,1993-04-01,1933,Male,True,0,0,
LES,570,A2.9-7015,Mokhehle,2,4,1993,1993-04-02,8,1994,1994-08-01,1918,Male,False,3,1993,1993-03-01
LES,570,A2.9-7018,Letsie III,17,8,1994,1994-08-17,9,1994,1994-09-01,1963,Male,False,0,0,
LES,570,A2.9-7021,Mokhehle,14,9,1994,1994-09-14,5,1998,1998-05-01,1918,Male,False,3,1993,1993-03-01
LES,570,A2.9-7024,Mosisili,29,5,1998,1998-05-29,6,2012,2012-06-01,1945,Male,False,5,1998,1998-05-01
LES,570,cb-570-1,Thabane,8,6,2012,2012-06-08,3,2015,2015-03-01,1939,Male,False,5,2012,2012-05-01
LES,570,cb-570-2,Mosisili,17,3,2015,2015-03-17,6,2017,2017-06-01,1945,Male,False,2,2015,2015-02-01
LES,570,se-570-3,Thabane,16,6,2017,2017-06-16,5,2020,2020-05-01,1939,Male,False,6,2017,2017-06-01
LES,570,ctb-570-1,Majoro,20,5,2020,2020-05-20,0,0,,1961,Male,False,0,0,
BOT,571,A2.9-7027,Khama,30,9,1966,1966-09-30,7,1980,1980-07-01,1921,Male,False,3,1965,1965-03-01
BOT,571,A2.9-7030,Masire,13,7,1980,1980-07-13,3,1998,1998-03-01,1925,Male,False,9,1984,1984-09-01
BOT,571,A2.9-7033,Mogae,31,3,1998,1998-03-31,3,2008,2008-03-01,1939,Male,False,10,1999,1999-10-01
